X,Y,Output
0.727248,0.768528,0
0.059538,-0.721101,1
0.211804,-0.847182,0
0.821526,0.36880999999999997,0
-0.702279,-0.5621970000000001,0
0.518121,0.556325,1
0.179868,-0.252006,1
-0.9496540000000001,0.329,0
-0.9710690000000001,0.27679499999999996,0
-0.081399,-0.741266,1
0.357139,-0.5462359999999999,1
0.643628,-0.513877,0
0.7411409999999999,-0.669926,0
-0.605804,-0.102028,1
0.337687,-0.062094,1
0.43523599999999996,0.311802,1
-0.36178899999999997,-0.783944,0
0.548026,0.132388,1
-0.845108,0.963284,0
0.251173,-0.915026,0
0.953298,-0.031136,0
-0.721204,0.682524,0
-0.56575,0.402588,1
0.35557,0.0010140000000000001,1
0.143714,-0.128864,1
-0.674558,-0.204011,1
-0.9347190000000001,0.940687,0
-0.361387,0.585379,1
0.098606,0.804478,0
0.336086,0.043453,1
0.47518999999999995,0.6682819999999999,0
-0.31642,-0.565695,1
-0.5485909999999999,-0.107025,1
0.9533459999999999,-0.12311400000000002,0
-0.37038699999999997,0.418025,1
0.491033,0.988241,0
-0.96924,0.184869,0
-0.385941,-0.42235,1
-0.011936,0.060483,0
0.754839,-0.9876360000000001,0
-0.31191399999999997,-0.550087,1
-0.728221,0.9819530000000001,0
-0.848182,0.8792690000000001,0
0.273174,0.269615,1
0.295443,0.377156,1
-0.052948,0.253183,1
0.234199,-0.375487,1
0.2565,0.015304,1
0.21907600000000002,0.22928600000000002,1
0.991466,-0.710255,0
0.570711,0.965776,0
-0.049612,-0.46051000000000003,1
0.993458,0.15529500000000002,0
-0.033576999999999996,0.390234,1
0.846195,0.098922,0
-0.735154,0.40584899999999996,0
0.838583,0.333958,0
-0.7564890000000001,0.5838300000000001,0
0.561836,-0.7638739999999999,0
0.014242,0.43483,1
-0.44451199999999996,-0.204336,1
0.764212,0.218117,1
0.647057,-0.270503,1
-0.781343,0.623333,0
0.506417,-0.051586,1
0.697924,-0.647853,0
-0.9072889999999999,0.559279,0
-0.20227,0.438776,1
-0.47818900000000003,0.9111090000000001,0
-0.725118,-0.165671,1
0.430987,0.092767,1
0.8494889999999999,-0.628563,0
-0.597871,-0.900494,0
-0.165099,-0.5479609999999999,1
-0.6668890000000001,0.215338,1
0.8397030000000001,0.14938900000000002,0
-0.428534,-0.592647,1
-0.042289999999999994,-0.6194850000000001,1
0.20027799999999998,-0.583681,1
-0.368384,-0.853189,0
-0.596858,-0.900817,0
0.562612,0.111134,1
0.085352,-0.122579,0
-0.298722,0.23129499999999997,1
-0.8941100000000001,-0.581227,0
-0.504516,0.9112620000000001,0
-0.268435,0.780221,0
-0.028257,-0.032623,0
0.746334,0.999124,0
0.254967,-0.156338,1
0.8763629999999999,-0.41119300000000003,0
0.9517120000000001,-0.546226,0
0.9182600000000001,0.33374299999999996,0
-0.441392,0.437507,1
0.421901,0.36699899999999996,1
-0.191993,-0.9052370000000001,0
0.13585899999999998,-0.18984600000000001,1
0.788956,-0.48028699999999996,0
-0.761163,-0.404999,0
-0.17661400000000002,0.6987939999999999,1
0.880164,0.193027,0
0.856949,0.610399,0
0.947984,-0.664157,0
0.276384,-0.356068,1
-0.9801700000000001,-0.517634,0
-0.271351,0.13550299999999998,1
-0.46557600000000005,0.341146,1
-0.678466,-0.80442,0
0.6237729999999999,-0.065063,1
0.567121,-0.529986,1
0.945659,0.92263,0
-0.943508,-0.261412,0
0.295184,0.182374,1
0.424572,0.839131,0
-0.070501,0.013609,0
0.304725,0.103697,1
-0.383826,-0.368182,1
0.41493100000000005,0.565505,1
-0.947462,0.8309120000000001,0
0.32706799999999997,0.218178,1
-0.48055,-0.744848,0
0.11621400000000001,0.282659,1
-0.9242610000000001,0.678141,0
0.315602,0.768383,0
0.216971,0.842414,0
0.308799,0.399756,1
-0.198956,-0.981894,0
-0.396781,0.560982,1
0.9780719999999999,0.156417,0
-0.345593,0.725817,0
-0.413163,0.960715,0
0.378176,0.60951,1
-0.8913110000000001,-0.5871890000000001,0
-0.38037,0.032096,1
-0.382664,-0.25352199999999997,1
0.488034,0.527146,1
-0.566168,0.132209,1
0.813437,-0.124528,0
0.750788,-0.286109,0
0.8580709999999999,0.30959899999999996,0
0.088915,0.148611,0
0.06175800000000001,-0.6776939999999999,1
0.339673,0.667035,1
-0.7564029999999999,0.871333,0
-0.35034699999999996,-0.44045100000000004,1
-0.876735,0.235808,0
-0.45912700000000006,0.46792,1
-0.296467,-0.861979,0
-0.812074,0.352966,0
-0.378305,-0.030146,1
0.577871,-0.961794,0
0.093774,0.195106,1
0.45863699999999996,0.433821,1
0.264583,-0.057865999999999994,1
0.176369,-0.5501520000000001,1
0.51673,0.38321700000000003,1
-0.42171499999999995,-0.36445700000000003,1
0.173175,-0.082798,1
0.643124,0.20328,1
-0.040195,-0.598037,1
-0.11031800000000001,0.041266000000000004,0
0.189556,-0.45187299999999997,1
-0.485725,0.405983,1
0.655203,0.561867,0
-0.48594499999999996,-0.303607,1
-0.034229,-0.09122100000000001,0
-0.780628,-0.973741,0
0.5743119999999999,0.46041499999999996,1
-0.10088899999999999,0.8276610000000001,0
-0.020283000000000002,-0.023048,0
-0.717172,0.086198,1
-0.362752,0.28021399999999996,1
-0.276453,0.327264,1
-0.23715100000000003,0.660749,1
-0.11351199999999999,0.740592,1
0.8995190000000001,0.437906,0
-0.653883,0.7017979999999999,0
0.882431,-0.922543,0
-0.025833999999999996,0.366673,1
0.8627959999999999,0.15678499999999998,0
0.055938999999999996,0.340841,1
0.6773279999999999,-0.66476,0
-0.910904,0.183257,0
0.41913500000000004,0.025495,1
-0.329462,0.581711,1
-0.946076,0.607074,0
0.05472899999999999,-0.629937,1
-0.772887,-0.684573,0
-0.093588,-0.027814,0
0.731323,0.402828,0
-0.404052,-0.414062,1
0.883861,-0.5398109999999999,0
-0.955111,0.539564,0
-0.616347,-0.416914,1
0.164845,0.179802,1
0.0008449999999999999,0.843751,0
0.86151,-0.919151,0
-0.30601799999999996,-0.21858699999999998,1
-0.250017,-0.176189,1
-0.23644,0.605667,1
-0.287721,0.35615399999999997,1
-0.21997600000000003,-0.755111,1
-0.8423870000000001,-0.023922,0
-0.6256510000000001,-0.709989,0
-0.511622,-0.605704,1
-0.600057,-0.178074,1
0.017182,0.626045,1
-0.688631,0.22502600000000003,1
0.6868479999999999,0.411333,1
-0.151425,0.473325,1
-0.723819,0.642011,0
-0.268507,0.524791,1
0.586344,-0.902156,0
0.512505,-0.8630059999999999,0
-0.678164,-0.915118,0
-0.300678,0.881365,0
0.870568,0.663652,0
0.530034,-0.319231,1
-0.8788020000000001,-0.819313,0
0.76154,0.518045,0
0.893915,0.186193,0
-0.43377299999999996,-0.0965,1
0.58605,0.477022,1
-0.5892029999999999,0.496008,1
-0.0041670000000000006,-0.591931,1
0.697028,0.12755899999999998,1
-0.640749,-0.885134,0
-0.9198200000000001,-0.6840149999999999,0
0.27462600000000004,0.43120600000000003,1
0.37903200000000004,0.932776,0
-0.863241,-0.265829,0
-0.6665479999999999,0.102868,1
-0.7462489999999999,-0.231109,1
0.872368,-0.562999,0
0.546809,-0.8255100000000001,0
0.8861889999999999,-0.886584,0
0.074045,-0.167601,0
-0.741626,0.246522,1
-0.22302600000000003,0.467812,1
-0.8934989999999999,-0.8869879999999999,0
-0.523033,0.054528999999999994,1
0.601877,0.45497,1
0.036601999999999996,0.009481,0
-0.413209,-0.66911,1
-0.5117520000000001,-0.137399,1
-0.981836,0.47263299999999997,0
-0.706716,-0.553059,0
0.9238200000000001,-0.160326,0
-0.968153,-0.542655,0
0.143992,-0.179698,1
-0.7369680000000001,0.683121,0
0.04915,0.311975,1
-0.222831,0.552763,1
-0.407666,0.08379500000000001,1
0.281843,0.697333,1
-0.8408190000000001,-0.639103,0
0.812709,0.507049,0
-0.460826,-0.545513,1
0.440902,0.56028,1
0.011713,-0.591929,1
-0.693507,0.762583,0
-0.033262,-0.8375959999999999,0
-0.47643800000000003,0.06059199999999999,1
-0.972881,-0.142325,0
0.491933,0.396495,1
0.135642,0.319652,1
0.255382,-0.536621,1
0.875152,-0.008827,0
-0.526019,0.514512,1
-0.38147,0.06463200000000001,1
0.257769,0.811339,0
0.26824000000000003,0.08554199999999999,1
0.683475,0.423692,0
0.808673,-0.494629,0
-0.635393,-0.026649000000000003,1
-0.890133,-0.801821,0
0.7554850000000001,0.8356040000000001,0
0.21394000000000002,-0.118157,1
0.842543,0.6719350000000001,0
0.5745,-0.31038000000000004,1
0.13408,-0.6394029999999999,1
0.810508,0.14223,0
0.505998,0.151113,1
0.5648529999999999,0.9414379999999999,0
0.530293,-0.585511,1
-0.20909,0.526659,1
-0.400401,-0.8445889999999999,0
0.33179200000000003,-0.391995,1
-0.631638,0.850107,0
0.41408900000000004,0.534486,1
0.8829049999999999,-0.44126899999999997,0
-0.6533180000000001,0.497126,0
-0.672887,-0.369105,1
-0.8605940000000001,0.9290309999999999,0
-0.010854,0.082586,0
0.4336,0.165349,1
0.488274,0.8160109999999999,0
-0.13509200000000002,0.9014129999999999,0
-0.812757,0.001972,0
-0.551511,-0.608006,0
0.919552,0.891625,0
-0.158474,0.9668260000000001,0
-0.441309,-0.384073,1
-0.43555600000000005,-0.740351,0
0.865555,-0.8493790000000001,0
-0.826933,0.140567,0
-0.587697,-0.8001699999999999,0
-0.24813000000000002,-0.140762,1
0.806527,-0.763382,0
0.836807,0.121593,0
-0.009706000000000001,0.47101800000000005,1
-0.078048,0.89833,0
0.099103,0.622946,1
0.116459,-0.155553,1
0.606117,-0.916875,0
-0.307177,0.288667,1
-0.380716,-0.718673,0
0.809604,0.203272,0
-0.502816,-0.079623,1
-0.6268090000000001,0.68886,0
0.698491,-0.7356060000000001,0
0.36642600000000003,0.979223,0
-0.464792,0.424232,1
0.679384,-0.566198,0
0.896918,0.69103,0
-0.24693099999999998,-0.201246,1
-0.7333689999999999,-0.010699,1
0.638074,0.43617399999999995,1
-0.032982,0.6489779999999999,1
-0.069138,-0.627337,1
-0.644544,-0.575164,0
-0.7880739999999999,-0.7341,0
-0.639552,0.296854,1
-0.6524399999999999,0.089808,1
0.225689,-0.060921,1
-0.402174,-0.122796,1
-0.24947600000000003,0.569575,1
0.8802559999999999,-0.897774,0
-0.602905,0.205853,1
-0.343998,0.514822,1
0.666488,-0.45343,0
0.256666,-0.061220000000000004,1
0.721879,0.786301,0
-0.08279500000000001,-0.599391,1
0.727011,0.829047,0
-0.43753400000000003,-0.498584,1
-0.717989,0.436654,0
0.046463,-0.459196,1
-0.095737,-0.261606,1
-0.840822,0.52733,0
0.414894,0.450341,1
0.56782,-0.254289,1
-0.8281569999999999,-0.15773199999999998,0
0.269762,-0.909573,0
0.088085,-0.45683100000000004,1
-0.939097,0.6659729999999999,0
-0.419295,-0.364361,1
0.09125499999999999,0.8244049999999999,0
0.82621,0.984658,0
0.9942340000000001,-0.5110899999999999,0
0.666396,0.583488,0
-0.9864149999999999,0.317934,0
-0.459017,-0.507467,1
0.419267,-0.07484299999999999,1
0.264017,0.445146,1
0.178204,0.023112999999999998,0
-0.256008,-0.058557000000000005,1
0.977008,-0.840827,0
0.938833,0.27989400000000003,0
-0.290011,-0.33161599999999997,1
0.113581,0.9785020000000001,0
0.758918,-0.019708,1
-0.306206,0.15421500000000002,1
0.651489,0.24122399999999997,1
0.624419,-0.293989,1
0.629876,-0.307857,1
0.478687,-0.311732,1
0.727986,0.482604,0
-0.7997270000000001,-0.35266,0
0.148809,0.8280040000000001,0
0.831181,0.539624,0
-0.38004499999999997,0.330171,1
0.113785,-0.249229,1
0.532766,-0.535536,1
-0.693878,0.606104,0
0.544741,-0.915644,0
0.7929470000000001,-0.004945000000000001,1
0.325009,0.049351,1
0.9779700000000001,0.26305100000000003,0
0.268031,0.500578,1
0.047744999999999996,0.707847,1
0.9115209999999999,0.48672299999999996,0
-0.8526440000000001,-0.759212,0
0.5119199999999999,-0.901264,0
0.34120900000000004,0.371076,1
0.302106,0.091889,1
0.992655,-0.5611510000000001,0
-0.7645569999999999,-0.06435199999999999,1
-0.198578,-0.624475,1
-0.36707199999999995,-0.091294,1
-0.754089,0.258714,1
0.037876,0.033259,0
0.8284370000000001,-0.563926,0
-0.526363,0.235235,1
-0.798294,0.165626,0
0.262836,0.302198,1
-0.29397,-0.68547,1
0.9437700000000001,-0.984341,0
-0.515729,0.5565479999999999,1
0.33824099999999996,-0.8695510000000001,0
-0.805264,0.772999,0
0.069089,-0.566423,1
0.406841,0.47962,1
0.5392100000000001,0.975024,0
0.6488010000000001,-0.561628,0
-0.9467530000000001,0.500447,0
-0.067993,0.469653,1
-0.693826,-0.5085729999999999,0
0.403039,-0.029774000000000002,1
-0.545203,0.5472640000000001,1
0.049264999999999996,0.07017999999999999,0
0.000572,-0.136855,0
0.450896,0.642622,1
0.45626300000000003,-0.826784,0
0.067677,-0.318485,1
-0.7864979999999999,-0.867834,0
0.696574,-0.47365,0
-0.8233229999999999,0.591218,0
-0.533146,0.7500680000000001,0
-0.2636,0.818088,0
-0.34476799999999996,-0.151227,1
-0.713256,0.484038,0
0.175958,0.0010869999999999999,0
-0.987482,-0.567262,0
0.9493149999999999,0.560992,0
0.6372329999999999,-0.5037659999999999,0
-0.845475,-0.620226,0
0.119929,0.274996,1
-0.344459,-0.725291,1
-0.703666,0.684449,0
0.884524,0.073818,0
-0.305207,0.788976,0
-0.538003,-0.079924,1
0.140008,0.57072,1
0.262219,0.154416,1
-0.294916,-0.5820420000000001,1
-0.33812600000000004,0.153321,1
-0.863038,0.21118299999999998,0
-0.08536200000000001,0.42984399999999995,1
0.5069739999999999,-0.826741,0
0.615916,-0.196049,1
-0.81685,0.761269,0
0.458747,-0.11836400000000001,1
0.5742649999999999,-0.352956,1
0.8453370000000001,0.7756109999999999,0
-0.293556,-0.149622,1
0.654736,-0.8454510000000001,0
-0.5665279999999999,-0.708192,0
0.043585000000000006,-0.311118,1
0.9917549999999999,-0.556228,0
0.363163,0.433745,1
0.329565,-0.435067,1
-0.9738209999999999,0.11818699999999999,0
0.194353,0.474534,1
-0.813688,0.133641,0
-0.040281,0.3477,1
-0.256577,0.45894799999999997,1
-0.859093,-0.11329000000000002,0
0.408976,0.6467649999999999,1
0.171183,-0.617429,1
0.398327,-0.5885279999999999,1
0.15980999999999998,-0.27522199999999997,1
-0.702633,-0.105475,1
-0.646292,0.378852,1
0.437222,-0.569934,1
-0.8214940000000001,0.9447180000000001,0
-0.7727350000000001,-0.989555,0
-0.504216,0.684191,0
-0.49730100000000005,0.311655,1
-0.153256,-0.650836,1
-0.9759680000000001,0.925026,0
0.227767,0.388799,1
-0.9824229999999999,-0.631024,0
0.818893,0.364359,0
0.132117,-0.141242,1
0.576361,-0.819594,0
-0.587923,0.8319409999999999,0
0.359514,0.773355,0
-0.058173,0.142826,0
0.795515,-0.8776129999999999,0
0.45902,0.539199,1
-0.747202,0.761313,0
0.052367,-0.30342800000000003,1
0.847399,0.7690739999999999,0
0.010884,-0.187496,1
-0.9818879999999999,-0.911483,0
0.899201,0.827234,0
0.9743569999999999,0.759564,0
0.9683350000000001,-0.29172,0
-0.57801,0.156563,1
-0.672,0.163577,1
-0.073762,0.9555610000000001,0
0.172611,0.332567,1
-0.729226,-0.47615,0
0.33228,0.11611400000000001,1
-0.775238,-0.08225199999999999,1
0.194487,0.10952100000000001,1
0.012693000000000001,0.752084,1
-0.5453100000000001,0.7523489999999999,0
0.90635,0.8722790000000001,0
-0.099078,0.43978199999999995,1
0.076628,0.555264,1
-0.024746,0.937154,0
-0.541664,-0.953342,0
-0.600597,-0.693442,0
-0.046643000000000004,0.37296799999999997,1
0.827694,-0.204782,0
-0.192644,-0.43403400000000003,1
0.44500200000000006,0.995917,0
-0.25764499999999996,-0.352672,1
0.653105,-0.38760100000000003,1
-0.106723,0.422284,1
-0.541636,-0.762451,0
0.726783,0.055401,1
-0.892976,0.9041129999999999,0
0.91725,0.473236,0
-0.74488,-0.534285,0
0.7931189999999999,-0.398493,0
0.52653,-0.21481799999999998,1
0.649938,0.116658,1
0.6683819999999999,0.15784700000000002,1
-0.8594229999999999,-0.9685309999999999,0
0.6117100000000001,0.886126,0
-0.993617,0.432709,0
-0.895288,0.555606,0
-0.136512,-0.18192,1
0.521402,0.68093,0
0.575242,-0.058417,1
0.069858,-0.480915,1
-0.61858,0.114149,1
0.731466,-0.414494,0
-0.959096,-0.175095,0
-0.63653,0.571074,0
0.205296,0.470516,1
0.087879,0.022881,0
0.8685360000000001,0.130673,0
0.088966,-0.952844,0
0.120648,0.657165,1
-0.9967360000000001,-0.394442,0
-0.053735000000000005,-0.419721,1
0.894143,0.9437959999999999,0
-0.47696000000000005,0.007164,1
-0.311307,0.622321,1
-0.218648,0.738013,1
-0.027739999999999997,0.24156799999999998,1
0.42383699999999996,-0.6260939999999999,1
-0.562684,-0.025091,1
0.360358,0.407462,1
0.815437,0.05794,0
-0.176102,-0.8948959999999999,0
-0.29685700000000004,-0.5110279999999999,1
-0.11008499999999999,-0.9094200000000001,0
0.193394,-0.931449,0
